ORGANCODE,TICKER,YEARREPORT,LENGTHREPORT,BS.1,BS.2,BS.3,BS.4,BS.8,BS.9,BS.10,BS.11,BS.12,BS.13,BS.14,BS.18,BS.19,BS.20,BS.21,BS.22,BS.24,BS.23,BS.27,BS.28,BS.29,BS.30,BS.33,BS.36,BS.39,BS.42,BS.50,BS.51,BS.52,BS.53,BS.56,BS.57,BS.58,BS.59,BS.60,BS.65,BS.66,BS.67,BS.68,BS.69,BS.70,BS.71,BS.72,BS.73,BS.74,BS.75,BS.76,BS.77,BS.80,BS.81,BS.82,BS.83,BS.84,BS.85,BS.86,BS.87,BS.88,BS.89,BS.90,BS.91,BS.92,BS.5,BS.6,BS.7,BS.15,BS.16,BS.17,BS.26,BS.25,BS.31,BS.32,BS.34,BS.35,BS.37,BS.38,BS.40,BS.41,BS.43,BS.44,BS.45,BS.46,BS.47,BS.48,BS.54,BS.55,BS.61,BS.62,BS.63,BS.64,BSA177,BSA178,BS.78,BS.93,BS.94,BS.95,BS.96,BS.97,BS.98,BS.99,BS.100,IS.1,IS.2,IS.3,IS.4,IS.5,IS.6,IS.7,IS.8,IS.9,IS.10,IS.11,IS.12,IS.13,IS.14,IS.15,IS.16,IS.17,IS.18,IS.21,IS.19,IS.20,IS.22,IS.23,IS.24,IS.25,Nt.27,Nt.28,Nt.29,Nt.30,Nt.31,Nt.32,Nt.33,Nt.34,Nt.35,Nt.36,Nt.37,Nt.38,Nt.39,Nt.40,Nt.41,Nt.42,Nt.43,Nt.44,Nt.45,Nt.46,Nt.47,Nt.48,Nt.49,Nt.50,Nt.51,Nt.52,Nt.53,Nt.54,Nt.55,Nt.56,Nt.57,Nt.58,Nt.59,Nt.60,Nt.61,Nt.62,Nt.63,Nt.64,Nt.65,Nt.66,Nt.67,Nt.68,Nt.69,Nt.70,Nt.71,Nt.72,Nt.73,Nt.74,Nt.75,Nt.76,Nt.77,Nt.78,Nt.79,Nt.80,Nt.81,Nt.82,Nt.83,Nt.84,Nt.85,Nt.86,Nt.87,Nt.88,Nt.89,Nt.90,Nt.120,Nt.121,Nt.122,Nt.123,Nt.124,Nt.125,Nt.126,Nt.127,Nt.128,Nt.129,Nt.130,Nt.131,Nt.132,Nt.133,Nt.134,Nt.135,Nt.136,Nt.137,Nt.138,Nt.139,Nt.140,Nt.141,Nt.142,Nt.143,Nt.144,Nt.145,Nt.146,Nt.147,Nt.148,Nt.149,Nt.150,Nt.151,Nt.152,Nt.153,Nt.154,Nt.155,Nt.156,Nt.157,Nt.158,Nt.159,Nt.160,Nt.161,Nt.162,Nt.163,Nt.164,Nt.165,Nt.166,Nt.167,Nt.168,Nt.169,Nt.170,Nt.171,Nt.172,Nt.173,Nt.174,Nt.175,Nt.176,Nt.177,Nt.178,Nt.179,Nt.180,Nt.181,Nt.182,Nt.183,Nt.184,Nt.185,Nt.186,Nt.187,Nt.188,Nt.189,Nt.203,Nt.204,Nt.205,Nt.206,Nt.207,Nt.208,Nt.209,Nt.210,Nt.211,Nt.212,Nt.213,Nt.214,Nt.215,Nt.216,Nt.217,Nt.218,Nt.219,Nt.1,Nt.2,Nt.3,Nt.4,Nt.5,Nt.6,Nt.7,Nt.8,Nt.9,Nt.10,Nt.11,Nt.12,Nt.13,Nt.14,Nt.15,Nt.16,Nt.17,Nt.18,Nt.19,Nt.20,Nt.21,Nt.22,Nt.23,Nt.24,Nt.25,Nt.26,Nt.91,Nt.92,Nt.93,Nt.94,Nt.95,Nt.96,Nt.97,Nt.98,Nt.99,Nt.100,Nt.101,Nt.102,Nt.103,Nt.104,Nt.105,Nt.106,Nt.107,Nt.108,Nt.109,Nt.110,Nt.111,Nt.112,Nt.113,Nt.114,Nt.115,Nt.116,Nt.117,Nt.118,Nt.119,Nt.190,Nt.191,Nt.192,Nt.193,Nt.194,Nt.195,Nt.196,Nt.197,Nt.198,Nt.199,Nt.200,Nt.201,Nt.202,Nt.220,PERIOD_INDEX,CA.1,CA.2,CA.3,CA.4,CA.5,CA.6,CA.7,CA.8,CA.14,CA.15,CA.16,CA.17,CA.19,CA.20,CA.21,CA.22,CA.23,CA.24,CA.25,CA.26,CA.27,CA.28,CA.29,CA.30,CA.31,CA.32,CA.33,CA.34,CA.35,CA.36,CA.37,CA.38,CA.39,CA.40,CA.41,CA.42,CA.43,CA.44,CA.45,CA.46,CA.47,CA.48,CA.49,CA.50,CA.51,CA.52,CA.53,CA.54,CA.55,CA.56,CA.57,CA.58,CA.59,CA.60,CA.61,CA.62,CA.63,CA.64,CA.65,CA.66,CA.67,CA.18,CA.12,CA.9,CA.10,CA.13
ABB,ABB,2018,5,"89,997.9",860.0,"2,171.7","9,138.9",0.0,0.0,0.0,107.9,"51,537.0","52,184.1",-647.1,"21,151.2","18,420.1","3,670.5",-939.4,268.8,0.0,0.0,268.8,0.0,970.1,565.0,0.0,405.1,72.5,"3,441.5","89,997.9","83,129.1","6,753.0","9,344.0","62,259.9",0.0,"1,152.0","1,943.0","1,677.2","6,868.7","5,320.5","5,319.5",1.0,0.0,0.0,0.0,0.0,480.2,0.0,0.0,"1,068.1",0.0,"5,610.1",0.0,0.0,0.0,0.0,"5,610.1",0.0,0.0,0.0,0.0,0.0,"5,610.1","64,373.6","6,718.7","2,420.1",0.0,278.3,280.5,-2.2,0.0,0.0,"1,011.1",-446.1,0.0,0.0,598.8,-193.7,74.0,-1.6,"1,989.9","1,004.8",0.0,609.8,0.0,-163.0,"4,237.5","5,106.4","1,065.9",0.0,611.3,0.0,0.0,1068088000000.0,0.0,"61,486.8","4,285.6","4,289.1","52,912.1",0.0,42.5,285.2,"2,559.2","5,478.1","-3,439.6","2,038.5",467.8,-134.0,333.8,196.2,8.5,372.1,71.5,-109.8,-38.3,2.1,"2,912.9","-1,670.4","1,242.4",-314.5,928.0,-213.1,-213.1,0.0,714.9,0.0,714.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018Q5,83.82%,,,,,,,,57.35%,,,1.24%,-3.99%,1310.25%,"85,865.9","81,451.9",,,,,,25.31%,,,,,"52,464.7",,,"22,090.6",,,"11,310.6",,,"66,497.4",,,"13,011.5",,,,,,,115.69%,0.64%,,,,,,,,874.4,,,,,,,,,,,
ABB,ABB,2019,5,"102,556.9",757.1,"6,802.6","17,854.5",0.0,0.0,0.0,49.8,"56,070.1","56,803.0",-732.9,"16,472.2","15,010.0","1,867.5",-405.3,268.8,0.0,0.0,268.8,0.0,950.2,574.4,0.0,375.9,71.2,"3,108.5","102,556.9","94,714.1",0.0,"16,734.9","69,574.3",0.0,"1,162.0","5,191.0","2,051.9","7,842.8","5,714.1","5,713.1",1.0,0.0,0.0,0.0,0.0,639.6,0.0,0.0,"1,489.0",0.0,"4,342.4",0.0,0.0,0.0,0.0,"4,342.4",0.0,0.0,0.0,0.0,0.0,"4,342.4","101,914.1","9,706.2","8,148.4",0.0,151.8,153.2,-1.5,0.0,0.0,"1,078.4",-504.1,0.0,0.0,595.2,-219.3,74.0,-2.8,"1,039.0",855.7,0.0,"1,389.6",0.0,-175.8,"8,466.0","8,269.0","1,545.7",0.0,506.2,0.0,0.0,1489038000000.0,0.0,"98,781.4","5,589.8","5,593.4","87,598.2",0.0,32.8,546.4,"2,553.7","6,525.9","-4,047.6","2,478.3",355.1,-161.6,193.5,195.8,0.0,578.8,315.4,-125.0,190.4,2.2,"3,638.9","-1,871.0","1,768.0",-494.0,"1,274.0",-273.3,-273.3,0.0,"1,000.7",0.0,"1,000.7",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q5,81.64%,,,,,,,,51.42%,,,1.29%,-1.78%,1307.66%,"98,490.9","92,662.3","92,178.4","87,057.1",7.08%,4.65%,2.69%,27.94%,"96,277.4","7,355.8",1.04%,13.60%,"56,956.2","54,710.4",,"16,877.5","19,484.1",,"24,657.2","17,983.9",,"78,040.3","72,268.9",,"9,430.9","11,221.2",,"3,567.0",,0.91%,0.20%,98.55%,0.34%,,,,,,,,"1,160.7",,,,,,,1.12%,,,,
ABB,ABB,2020,5,"116,367.0",579.3,996.3,"28,459.3","2,001.3","2,001.5",-0.2,0.0,"62,588.0","63,293.2",-705.1,"16,685.8","15,012.6","1,970.4",-297.2,166.3,0.0,0.0,183.0,-16.7,955.7,579.0,0.0,376.7,70.0,"3,712.9","116,367.0","107,455.6",0.0,"26,502.7","72,508.2",74.8,937.8,"5,605.9","1,826.2","8,911.3","5,714.1","5,713.1",1.0,0.0,0.0,0.0,0.0,811.2,0.0,0.0,"2,386.0",0.0,"4,525.4",0.0,0.0,0.0,0.0,"4,525.4",0.0,0.0,0.0,0.0,0.0,"4,525.4","157,025.8","24,886.9","3,572.4",0.0,152.1,153.2,-1.1,0.0,0.0,"1,140.8",-561.8,0.0,0.0,624.9,-248.2,74.0,-4.0,"1,747.9",777.0,0.0,"1,392.7",0.0,-204.7,"22,904.5","3,598.2","1,394.1",0.0,432.1,0.0,0.0,2386022000000.0,0.0,"153,781.0","20,428.5","20,403.6","112,948.9",0.0,34.5,745.5,"2,464.8","6,684.6","-4,303.1","2,381.5",383.4,-189.6,193.8,302.1,6.5,757.6,188.6,-44.6,143.9,-10.6,"3,774.9","-1,858.3","1,916.6",-513.4,"1,403.2",-285.5,-285.5,0.0,"1,117.7",0.0,"1,117.7",0.0,"63,293.2","62,965.0",136.9,0.0,3.6,187.1,0.5,0.0,0.0,0.0,"63,293.2","9,889.3","2,930.7","9,144.9","4,679.7","4,264.0",128.9,72.4,"8,451.7","25,148.1",0.0,4.3,194.0,98.4,285.5,51.2,"20,407.8","4,106.8","1,803.6","1,542.5",261.1,463.1,206.5,256.6,"3,104.7",916.9,"1,440.2",0.0,"63,293.2","60,931.0","1,038.3",208.4,493.3,622.0,"63,293.2","33,646.7","5,276.2","24,370.3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"63,293.2","1,930.5","31,566.3",417.5,123.7,"29,223.0",32.2,"72,508.2","12,498.2","59,138.2",0.0,387.7,484.2,"72,508.2","70,574.7","1,933.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.2,198.9,565.3,27.8,19.2,"6,684.6","5,597.3",58.9,885.8,0.0,885.8,0.0,142.7,"4,303.1","3,963.6",158.0,181.5,0.0,193.8,182.8,4.9,0.0,6.4,47.2,0.0,142.1,0.0,-73.2,-22.9,-7.2,0.0,-5.6,-80.8,302.1,278.8,463.3,0.0,0.0,-30.3,-409.7,0.0,0.0,6.5,6.7,-0.0,-0.2,757.6,855.4,0.0,-120.2,0.0,24.1,-1.8,"1,858.3",1.8,928.9,806.3,72.2,15.1,0.0,35.2,472.5,92.1,380.4,0.0,53.4,16.7,0.0,385.1,0.0,"2,001.3","2,001.5","2,001.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"16,685.8","14,995.5","15,001.3","2,314.9",0.0,"7,048.4","5,638.0",0.0,11.3,11.3,0.0,0.0,-17.1,-3.2,-13.8,0.0,"1,690.3","1,970.4",23.3,50.0,0.0,385.0,0.0,"1,512.1",-280.1,0.0,-1.8,0.0,-278.3,143.9,119.4,1.0,21.4,0.0,46.7,0.0,-37.2,0.0,0.0,0.0,-6.0,-1.4,,2020Q5,87.29%,18.44%,"1,233.8","1,323.8",2.09%,0.98%,1.64%,2.39%,49.23%,-53.27%,"69,469.4",1.11%,-2.73%,1305.83%,"111,886.4","105,554.6","105,188.6","99,108.4",6.35%,4.34%,2.26%,26.79%,"109,462.0","8,377.1",1.02%,13.34%,"63,446.4","60,201.3",9.30%,"18,984.5","17,931.0",4.94%,"29,455.5","27,056.4",0.22%,"95,412.7","86,726.5",4.57%,"4,536.0","6,983.4",2.26%,"5,398.5",3.24%,0.85%,0.18%,105.33%,0.31%,40.21%,"4,389.7",,"7,048.4",,"6,023.0",,"1,393.4",47.2,182.8,-68.3,-22.9,-0.8,55.7,0.95%,,,,
ABB,ABB,2021,5,"120,936.8",485.6,"4,400.5","21,402.1","4,875.7","4,876.9",-1.2,115.9,"68,173.1","68,984.0",-810.9,"17,011.4","15,346.8","1,981.4",-316.8,116.9,0.0,0.0,116.9,0.0,913.9,551.5,0.0,362.4,68.7,"3,221.0","120,936.8","109,207.7",0.0,"27,415.0","67,839.7",0.0,558.6,"11,405.9","1,988.5","11,729.1","7,005.3","6,970.0",1.0,34.3,0.0,0.0,0.0,"1,057.3",0.0,0.0,"3,666.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"350,127.9","16,912.3","4,489.8",0.0,152.1,153.2,-1.1,0.0,0.0,"1,161.9",-610.4,0.0,0.0,639.7,-277.4,74.0,-5.3,"1,391.5",769.0,0.0,"1,283.2",0.0,-222.6,"19,894.7","7,520.4","1,426.1",0.0,562.4,0.0,0.0,3666507000000.0,0.0,"348,211.8","80,810.2","80,777.9","186,623.7",0.0,42.6,581.6,"1,291.8","6,467.3","-3,402.7","3,064.6",611.1,-258.8,352.2,412.0,249.2,202.9,235.1,-64.4,170.7,84.1,"4,535.7","-1,829.9","2,705.9",-747.1,"1,958.8",-398.8,-398.8,0.0,"1,560.0",0.0,"1,560.0",0.0,"68,984.0","68,729.2",106.4,0.0,6.3,141.6,0.4,0.0,0.0,0.0,"68,984.0","9,858.1","2,358.3","9,391.7","5,256.3","3,964.6",95.7,75.0,"8,454.9","30,077.6",0.0,17.0,167.2,111.6,265.5,44.6,"24,367.6","5,104.1","1,384.6","1,177.5",207.2,412.8,161.5,251.3,"2,503.5",659.3,"3,883.1",0.0,"68,984.0","65,372.3","1,994.9",334.5,418.6,863.7,"68,984.0","38,180.6","4,770.8","26,032.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"68,984.0","1,748.0","33,657.2",352.2,44.1,"33,154.3",28.1,"67,839.7","11,075.5","56,251.5",0.0,441.1,71.7,"67,839.7","66,770.4","1,069.4","67,839.7","3,156.4",40.4,"1,386.6","32,075.4","31,180.9",0.0,0.0,"1,057.3",281.2,724.2,32.7,19.2,"6,467.3","5,472.0",48.4,806.2,0.0,806.2,0.0,140.6,"3,402.7","3,068.2",93.5,240.8,0.1,352.2,293.9,4.1,0.0,6.2,41.0,0.0,265.8,-117.1,-19.6,-24.8,-12.9,0.0,-16.6,-67.8,412.0,"1,409.6",624.9,0.0,0.0,-199.1,"-1,423.4",0.0,0.0,249.2,267.4,-17.2,-1.0,202.9,273.9,0.0,-18.5,0.0,-47.3,-5.2,"1,829.9",1.5,991.1,875.5,69.2,12.0,0.0,34.4,494.6,89.2,405.3,247.0,50.5,1.6,0.0,43.6,0.0,"4,875.7","4,876.9","4,876.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"17,011.4","15,282.5","15,344.4","1,983.6",0.0,"4,942.3","8,418.6",0.0,2.4,2.4,0.0,0.0,-64.4,-3.1,-61.2,0.0,"1,728.9","1,981.4",0.0,50.0,0.0,"1,107.6",0.0,823.8,-252.5,0.0,-7.0,0.0,-245.4,170.7,182.7,1.9,29.2,0.0,0.0,21.3,-37.5,0.0,0.0,0.0,-24.1,-2.8,,2021Q5,101.69%,17.08%,578.4,"1,616.8",2.34%,1.25%,2.89%,1.19%,40.34%,-50.16%,"78,663.3",1.18%,4.40%,1031.09%,"117,144.9","107,219.3","114,515.7","106,386.9",5.65%,3.20%,2.68%,27.61%,"118,651.9","10,320.2",1.31%,15.12%,"69,137.2","66,291.8",8.25%,"22,205.1","20,594.8",3.91%,"25,802.6","27,629.1",0.18%,"87,734.4","91,573.6",3.35%,"8,078.9","6,307.4",1.48%,"8,505.9",2.11%,1.13%,0.30%,115.07%,0.51%,41.41%,"6,910.5","5,650.1","4,942.3","5,995.4","9,526.1","7,774.5","1,471.2",41.0,176.8,-15.5,-24.8,-6.7,181.4,0.86%,,,,
ABB,ABB,2022,5,"130,146.6",480.5,"2,705.6","20,494.5",134.8,134.8,0.0,440.4,"80,984.1","82,010.7","-1,026.5","17,437.3","16,820.2",659.4,-42.3,116.9,0.0,0.0,116.9,0.0,"1,074.4",583.3,0.0,491.0,67.5,"5,168.3","130,146.6","117,093.3",0.0,"22,181.3","84,124.6",0.0,214.8,"7,700.0","2,872.6","13,053.4","9,444.7","9,409.5",1.0,34.3,0.0,0.0,0.0,"1,083.7",0.0,0.0,"2,525.0",0.0,"5,437.1",0.0,0.0,0.0,0.0,"5,437.1",0.0,0.0,0.0,0.0,0.0,"5,437.1","97,470.1","20,494.5",0.0,0.0,"1,042.1","1,050.0",-7.9,0.0,0.0,"1,243.3",-659.9,0.0,0.0,800.9,-309.9,74.0,-6.5,"3,061.7","1,050.1",0.0,"1,267.7",0.0,-211.2,"19,401.4","2,779.9","2,055.7",0.0,816.9,0.0,0.0,2524990000000.0,0.0,"94,405.3","14,701.1","14,615.9","65,088.3",0.0,30.5,"2,877.3",157.0,"8,160.6","-4,395.2","3,765.4",931.8,-699.8,232.0,192.9,-56.2,-21.3,375.3,-28.7,346.6,26.4,"4,485.9","-2,006.5","2,479.3",-776.9,"1,702.4",-345.7,-345.7,0.0,"1,356.7",0.0,"1,356.7",0.0,"82,010.7","79,933.9","1,936.2",0.0,46.0,94.1,0.5,0.0,0.0,0.0,"82,010.7","10,362.8","2,894.5","8,538.2","4,933.6","3,332.5",97.7,174.4,"11,539.2","40,833.0",0.0,7.0,178.4,80.6,264.1,34.0,"32,149.7","8,119.2","1,441.1","1,007.4",433.7,401.5,162.6,238.9,"2,102.0",623.5,"3,274.9",0.0,"82,010.7","77,986.2","1,658.8",540.5,420.7,"1,404.4","82,010.7","41,749.3","9,175.8","31,085.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"82,010.7","1,495.7","36,791.2",474.0,17.2,"43,216.4",16.2,"84,124.6","9,991.3","73,430.2",0.0,471.1,232.1,"84,124.6","82,544.3","1,580.3","84,124.6","4,623.6",35.0,"1,508.0","55,606.7","22,351.3",0.0,0.0,"1,083.7",167.7,859.4,37.1,19.4,"8,160.6","6,740.7",358.9,839.6,0.0,839.6,0.0,221.4,"4,395.2","3,831.1",154.3,409.8,0.0,232.0,661.8,0.0,0.0,5.7,4.6,0.0,259.7,-283.0,-27.9,-30.1,-12.7,-240.4,-32.9,-72.8,192.9,"1,545.9","1,404.3",0.0,0.0,-240.1,"-2,517.2",0.0,0.0,-56.2,48.8,-106.2,1.2,-21.3,5.7,0.0,-56.1,0.0,29.1,0.0,"2,006.5",2.9,"1,038.9",901.4,80.3,20.6,0.0,36.6,518.9,88.4,430.5,327.2,52.4,-11.0,0.0,77.4,0.0,134.8,134.8,0.0,0.0,0.0,134.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"17,437.3","16,781.7","16,817.8","9,137.4",0.0,"2,871.1","4,809.2",0.0,2.4,2.4,0.0,0.0,-38.5,-2.4,-36.1,0.0,655.6,659.4,0.0,0.0,0.0,659.4,0.0,0.0,-3.8,0.0,-3.8,0.0,0.0,346.6,345.9,1.2,8.0,0.0,0.0,20.3,-10.0,0.0,0.0,0.0,-13.1,-5.6,,2022Q5,97.49%,12.71%,0.0,"2,365.6",2.88%,1.71%,2.02%,0.00%,44.73%,-43.39%,"88,529.3",1.25%,-1.30%,997.03%,"123,875.2","114,220.7","120,510.1","110,720.0",6.77%,3.97%,3.12%,31.34%,"125,541.7","12,391.2",1.08%,10.95%,"83,060.7","76,098.9",8.86%,"17,614.4","19,909.7",4.22%,"23,200.2","24,501.4",1.46%,"103,526.0","95,630.2",4.01%,"2,994.6","5,536.8",2.79%,"9,553.0",5.32%,1.03%,0.18%,108.49%,0.28%,42.55%,"9,137.4","8,024.0","2,871.1","3,906.7","5,603.4","7,564.8",720.5,-235.9,378.8,-27.9,-30.1,-7.0,154.1,1.02%,,,,
ABB,ABB,2023,5,"162,099.2",503.0,"3,167.8","36,416.7",871.9,871.9,0.0,0.0,"96,781.6","98,107.2","-1,325.6","18,404.9","15,377.7","3,275.1",-247.8,58.8,0.0,0.0,58.8,0.0,"1,084.2",561.5,0.0,522.7,66.2,"3,786.1","162,099.2","148,620.0",0.0,"29,041.5","100,034.3",265.3,26.6,"15,600.0","3,652.3","13,479.2","10,385.6","10,350.4",1.0,34.3,0.0,0.0,0.0,"1,150.4",0.0,0.0,"1,943.2",0.0,"5,243.7",0.0,0.0,0.0,0.0,"5,243.7",0.0,0.0,0.0,0.0,0.0,"5,243.7","233,164.4","36,416.7",0.0,0.0,957.8,965.0,-7.2,0.0,0.0,"1,274.4",-712.9,0.0,0.0,869.4,-346.7,74.0,-7.8,"1,285.0","1,455.1",0.0,"1,284.1",0.0,-238.1,"27,446.8","1,594.7","3,138.8",0.0,513.5,0.0,0.0,1943177000000.0,0.0,"232,409.8","33,887.5","33,973.5","164,548.8",0.0,21.7,732.9,0.0,"10,464.1","-7,705.9","2,758.2","1,649.0",-900.0,749.0,228.5,5.0,117.4,405.9,-25.9,380.0,97.5,"4,335.6","-2,252.2","2,083.4","-1,499.3",584.0,-130.5,-130.5,0.0,453.5,0.0,453.5,0.0,"98,107.2","96,360.7","1,659.4",0.0,44.3,42.7,0.1,0.0,0.0,0.0,"98,107.2","10,901.0","3,515.6","7,846.8","5,131.0","2,605.3",67.2,43.4,"11,005.4","56,977.2",0.0,7.0,133.3,58.5,211.9,53.3,"44,650.7","11,862.4",805.3,670.4,134.9,349.8,108.6,241.2,"2,931.6",278.4,"3,496.0",0.0,"98,107.2","93,640.3","1,609.8",732.2,"1,089.8","1,035.2","98,107.2","56,970.0","17,905.2","23,232.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"98,107.2","1,356.3","37,595.8",441.4,11.8,"58,692.1",9.8,"100,034.3","11,237.9","88,433.2",0.0,351.4,11.8,"100,034.3","99,152.9",881.3,"100,034.3","2,159.1",246.3,"1,284.9","71,323.8","25,020.2",0.0,0.0,"1,150.4",190.0,899.2,41.6,19.6,"10,464.1","8,394.4",964.5,783.2,0.0,783.2,0.0,321.8,"7,705.9","6,729.2",227.8,618.5,130.3,749.0,"1,097.2",1.7,0.0,0.2,160.5,0.0,389.3,-728.4,-21.1,-34.5,-24.2,0.0,-9.6,-82.3,228.5,617.5,"1,070.7",0.0,0.0,-76.9,"-1,382.8",0.0,0.0,5.0,8.1,-3.0,0.0,117.4,225.9,0.0,-90.8,0.0,12.7,-30.3,"2,252.2",5.7,"1,246.5","1,107.7",89.5,13.4,0.0,35.8,574.6,95.2,479.4,279.7,86.0,27.2,0.0,32.6,0.0,871.9,871.9,782.7,0.0,0.0,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"18,404.9","15,351.9","15,375.3","8,988.6",0.0,"3,564.9","2,821.8",0.0,2.4,2.4,0.0,0.0,-25.8,-4.6,-21.2,0.0,"3,053.0","3,275.1",0.0,0.0,0.0,554.1,0.0,"2,721.0",-222.1,0.0,-4.2,-217.9,0.0,380.0,376.3,0.6,8.2,0.0,0.0,20.8,-0.1,0.0,0.0,0.0,-13.5,-12.4,,2023Q5,98.07%,11.60%,"2,721.0","2,857.2",2.91%,1.06%,1.64%,2.77%,51.95%,-46.39%,"102,448.1",1.35%,-8.97%,1202.59%,"158,181.5","144,702.4","141,028.3","129,461.5",7.42%,5.95%,1.96%,71.97%,"146,122.9","13,266.3",0.31%,3.42%,"99,072.2","91,066.4",9.22%,"19,524.7","18,569.5",4.22%,"39,584.6","31,392.4",3.07%,"127,481.1","115,503.6",5.83%,"1,621.3","2,308.0",15.52%,"11,650.0",3.96%,1.66%,0.51%,101.73%,0.76%,41.99%,"9,771.3","9,454.3","3,564.9","3,218.0","3,465.1","4,534.3","1,577.4",160.5,368.9,-19.4,-34.5,-24.0,297.5,1.24%,,,,
